airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident,he_ident
OI45,2200,100,TURF,0,0,10,28
OI46,1820,40,TURF,0,0,18,36
OI47,35,35,ASPH/ CONC,0,0,H1,
OI48,125,125,GRASS / SOD,0,0,H1,
OI49,2900,60,TURF-G,0,0,9,27
OI50,40,40,CONC,0,0,H1,
OI51,40,40,CONC,0,0,H1,
OI52,1600,100,TURF,0,0,18,36
OI53,97,44,ASPH/ CONC,0,0,H1,
OI54,144,100,ASPH/ CONC,0,0,H1,
OI55,1240,65,TURF,0,0,4,22
OI56,1280,40,TURF,0,0,9,27
OI57,2200,75,TURF,0,0,9,27
OI58,1700,150,TURF,0,0,18,36
OI59,1500,100,TURF,0,0,7,25
OI60,1400,60,TURF,0,0,3,21
OI61,65,65,CONC,0,0,H1,
OI62,2100,75,TURF,0,0,N,S
OI63,75,75,GRASS / SOD,0,0,H1,
OI64,2100,150,TURF,0,0,10,28
OI65,44,44,ALUM,0,0,H1,
OI66,2300,38,TURF,0,0,18,36
OI68,3000,80,TURF,0,0,18,36
OI69,2200,60,TURF,0,0,18,36
OI72,1880,26,CONC,0,0,9,27
OI73,2700,75,TURF,0,0,E,W
OI75,1200,300,GRASS / SOD,0,0,H1,
OI76,3000,85,TURF,0,0,9,27
OI76,2100,1500,WATER,0,0,18,36
OI77,2500,50,TURF,0,0,9,27
OI78,2000,100,TURF,0,0,9,27
OI79,24,24,CONC,0,0,H1,
OI80,200,100,CONC,0,0,H1,
OI81,1750,75,TURF,0,0,18,36
OI82,1200,50,TURF,0,0,2,20
OI83,50,50,ASPH/ CONC,0,0,H1,
OI84,1770,50,TURF,0,0,9,27
OI85,1550,25,TURF-GRVL,0,0,18,36
OI86,45,45,CONC,0,0,H1,
OI87,60,60,CONC,0,0,H1,
OI88,1885,66,TURF-G,0,0,11,29
OI89,1500,100,TURF,0,0,3,21
OI90,40,40,CONC,0,0,H1,
OI91,1600,60,TURF,0,0,1,19
OI92,2600,60,TURF,0,0,9,27
OI93,30,30,GRASS / SOD,0,0,H1,
OI94,72,70,CONC,0,0,H1,
OI95,20,20,CONC,0,0,H1,
OI96,30,30,ASPH/ CONC,0,0,H1,
OI97,40,40,ASPH/ CONC,0,0,H1,
OI98,100,100,CONC,0,0,H1,
OI99,2200,65,TURF,0,0,9,27
OIAA,7437,115,ASP,0,0,14L,32R
OIAA,10169,148,ASP,1,0,14R,32L
OIAD,11729,148,ASP,1,0,14L,32R
OIAD,12641,115,ASP,1,0,14R,32L
OIAG,6933,148,ASP,0,0,13,31
OIAH,6070,148,ASP,0,0,12,30
OIAI,4656,98,ASP,0,0,12,30
OIAI,5907,98,ASP,0,0,14,32
OIAJ,11500,148,ASP,1,0,12L,30R
OIAJ,13500,148,ASP,1,0,12R,30L
OIAM,8874,148,ASP,1,0,14,32
OIAW,11149,148,ASP,1,0,12,30
OIBA,9796,148,ASP,0,0,8,26
OIBB,14663,148,ASP,1,0,13L,31R
OIBB,14664,148,ASP,1,0,13R,31L
OIBH,4500,100,ASP,0,0,7,25
OIBI,11823,148,ASP,1,0,12,30
OIBJ,7711,148,ASP,1,0,11,29
OIBK,12004,215,ASP,0,1,09L,27R
OIBK,12004,148,ASP,1,0,09R,27L
OIBL,8203,148,ASP,0,0,8,26
OIBP,13115,148,ASP,0,0,13,31
OIBQ,5922,148,ASP,0,0,14,32
OIBS,8345,175,ASP,0,0,12,30
OIBV,6815,148,ASP,0,0,11,29
OICC,11213,148,ASP,1,0,11,29
OICI,9183,148,ASP,1,0,14,32
OICK,10498,148,ASP,1,0,11,29
OICS,8660,148,ASP,1,0,1,19
OIFE,9830,148,ASP,1,0,7,25
OIFE,1091,40,CON,0,0,9,27
OIFH,3215,75,PEM,0,0,6,24
OIFH,4095,165,GRE,0,0,7,25
OIFK,8845,145,ASP,0,0,11,29
OIFM,14425,148,ASP,1,0,08L,26R
OIFM,14425,148,ASP,1,0,08R,26L
OIFP,10920,140,ASP,1,0,08L,26R
OIFP,1467,97,ASP,0,0,08R,26L
OIFS,10819,148,ASP,0,0,14,32
OIGG,9571,148,ASP,1,0,9,27
OIHH,10611,148,ASP,1,0,10,28
OIHR,9811,148,ASP,0,0,8,26
OIHS,12915,148,ASP,1,0,5,23
OIHS,14625,148,ASP,1,1,13,31
OIHS,14300,148,ASP,1,0,13R,31L
OIIA,4579,75,ASP,0,0,10,28
OIIC,10607,148,ASP,0,0,11,29
OIID,7550,148,ASP,0,0,4,22
OIIE,13772,148,ASP,1,0,11L,29R
OIIE,13940,148,ASP,0,1,11R,29L
OIIG,6000,120,ASP,0,0,9,27
OIII,1554,130,CON,0,0,9,27
OIII,13098,148,ASP,1,0,11L,29R
OIII,13248,197,ASP,1,0,11R,29L
OIIK,3670,131,ASP,0,0,10,28
OIIM,3630,65,ASP,0,0,13,31
OIIP,12005,197,ASP,1,0,12,30
OIKB,11341,98,ASP,0,0,03L,21R
OIKB,12008,148,ASP,1,0,03R,21L
OIKJ,7236,98,ASP,0,0,13,31
OIKK,6657,148,ASP,0,0,5,23
OIKK,12620,148,ASP,1,0,16,34
OIKM,11107,148,ASP,1,0,12,30
OIKP,8525,115,ASP,1,0,8,26
OIKQ,13864,148,ASP,1,0,5,23
OIKR,9814,148,ASP,1,0,11,29
OIKY,12356,148,ASP,1,0,14,32
OIMB,7093,82,ASP,0,0,8,26
OIMB,9521,148,ASP,0,0,10,28
OIMC,13076,148,ASP,0,0,14,32
OIMJ,9157,148,ASP,0,0,7,25
OIMM,12503,148,ASP,1,0,13L,31R
OIMM,12877,148,ASP,1,0,13R,31L
OIMN,10582,148,ASP,0,0,7,25
OIMS,10428,148,ASP,0,0,9,27
OIMT,9977,148,ASP,0,0,15,33
OINE,7277,92,ASP,0,0,10,28
OING,7540,148,ASP,1,0,14,32
OINJ,3235,98,ASP,0,0,9,27
OINN,6182,115,ASP,1,0,10,28
OINR,4920,148,ASP,1,0,13,31
OINZ,8688,148,ASP,1,0,16,34
OISF,6502,100,ASP,0,0,14,32
OISJ,7899,98,ASP,0,0,8,26
OISL,10334,148,ASP,0,0,9,27
OISR,10020,148,ASP,0,0,11,29
OISS,14345,148,ASP,1,0,11L,29R
OISS,14051,148,ASP,1,0,11R,29L
OISY,8522,148,ASP,1,0,13,31
OITK,9190,98,ASP,0,0,15,33
OITL,10823,148,PEM,1,0,15,33
OITM,9614,98,ASP,1,0,8,26
OITP,8515,115,ASP,0,0,11,29
OITR,10658,148,ASP,1,0,3,21
OITT,11825,148,CONC,1,0,12L,30R
OITT,11537,98,ASP,0,0,12R,30L
OITZ,9840,148,ASP,0,0,12,30
OIYY,13446,148,ASP,1,0,13,31
OIZB,9848,148,ASP,1,0,16,34
OIZC,12514,150,ASP,1,0,09L,27R
OIZC,9844,150,ASP,0,0,09R,27L
OIZH,13993,148,ASP,1,0,17,35
OIZH,13949,98,ASP,0,1,17L,35R
OIZI,7711,150,ASP,1,0,17,35
OIZS,7103,98,ASP,0,0,13,31
OJ38,4146,80,ASP,0,0,10,28
OJ40,9015,148,ASP,0,0,8,26
OJ40,9777,148,ASP,1,0,13,31
OJAI,12008,200,ASP,1,0,08L,26R
OJAI,12008,200,CON,1,0,08R,26L
OJAM,10745,148,ASP,1,0,6,24
OJAQ,9855,148,ASP,1,0,1,19
OJHF,9802,140,ASP,1,0,13,31
OJHR,8215,98,ASP,0,0,10,28
OJJR,6447,148,ASP,1,0,12,30
OJMF,9819,148,ASP,1,0,13,31
OK00,1123,60,TURF,0,0,17,35
OK01,4400,75,TURF,0,0,17,35
OK02,2700,75,TURF,0,0,17,35
OK03,3240,85,ASP,1,0,16,34
OK04,3000,40,TURF-G,0,0,18,36
OK06,2840,50,ASPH,0,0,3,21
OK07,2600,165,TURF,0,0,17,35
OK08,4000,200,TURF-G,0,0,1,19
OK09,40,40,CONC,0,0,H1,
OK10,2600,100,TURF-G,0,0,17,35
OK11,3000,100,GRS,0,0,17,35
OK12,2130,75,TURF,0,0,17,35
OK13,2100,100,TURF,0,0,18,36
OK14,1000,40,GRS,0,0,17,35
OK15,2600,100,TURF,0,0,17,35
OK16,2211,65,GRS,0,0,17,35
OK17,1400,50,TURF,0,0,3,21
OK18,1700,50,TURF,0,0,17,35
OK19,50,50,CONC,0,0,H1,
OK20,2500,100,TURF,0,0,18,36
OK21,1900,200,TURF,0,0,17,35
OK22,1700,100,GRE,0,0,16,34
OK22,1700,100,TURF-G,0,0,17,35
OK23,1100,55,TURF,0,0,17,35
OK24,2100,55,TURF,0,0,1,19
OK25,1700,50,TURF,0,0,18,36
OK26,100,75,CONC,0,0,H1,
OK27,2000,60,TURF,0,0,6,24
OK28,3500,100,Grass,0,0,17,35
OK29,1750,60,TURF,0,0,9,27
OK29,2300,60,TURF,0,0,16,34
OK30,3000,150,TURF,0,0,N,S
OK31,2000,50,Grass,0,0,18,36
OK32,30,24,MATS,0,0,H1,H1
OK33,50,50,CONC,0,0,H1,
OK34,2400,80,TURF,0,0,E,W
OK35,50,48,CONC,0,0,H1,
OK37,2000,25,TURF,0,0,17,35
OK38,40,40,CONC,0,0,H1,
OK39,3100,60,TURF,0,0,6,24
OK39,2600,40,TURF,0,0,10,28
OK39,1900,30,TURF,0,0,16,34
OK41,50,50,CONC,0,0,H1,
OK43,1350,75,TURF,0,0,17,35
OK45,30,30,CONC,0,0,H1,
OK46,1500,100,TURF,0,0,17,35
OK47,1300,50,TURF,0,0,N,S
OK48,2640,105,TURF,0,0,16,34
OK49,1900,75,TURF,0,0,17,35
OK50,2500,100,TURF,0,0,17,35
OK51,2565,10,ASPH-P,0,0,18,36
OK54,1500,75,TURF-G,0,0,8,26
OK54,2000,60,TURF-F,0,0,17,35
OK55,2300,50,TURF,0,0,17,35
OK56,1100,50,Turf,0,0,9,27
OK58,2400,50,TURF,0,0,9,27
OK58,2400,50,TURF,0,0,17,35
OK59,2400,50,TURF,0,0,6,24
OK62,2600,60,TURF,0,0,14,32
OK63,1994,60,Turf,0,0,17,35
OK64,2100,150,TURF,0,0,17,35
OK65,20,20,ASPH/ CONC,0,0,H1,
OK66,4600,100,TURF,0,0,17,35
OK71,2530,55,Turf,0,0,17,35
OK74,2200,45,TURF,0,0,18,36
OK75,60,60,CONC,0,0,H1,
OK76,60,60,CONC,0,0,H1,
OK77,1800,60,Turf,0,0,3,21
OK79,2600,30,TRTD-DIRT-F,0,0,17,35
OK80,3500,250,TURF,0,0,18,36
OK82,2200,30,ASPH,0,0,17,35
OK83,1800,25,ASPH,0,0,17,35
OK84,80,80,CONC,0,0,H1,
OK85,3000,25,CONC,0,0,NE,SW
OK86,80,80,GRASS / SOD,0,0,H1,
OK88,1357,200,TURF,0,0,17,35
OK90,2400,30,TURF,0,0,18,36
OK92,30,30,CONC,0,0,H1,
OK93,2650,230,TURF,0,0,N,S
OK94,2400,130,TURF,0,0,17,35
OK95,3000,150,TURF,0,0,3,21
OK96,2000,40,TURF,0,0,16,34
OK97,2600,100,TURF,0,0,N,S
OK98,2000,50,ASPH,0,0,17,35
OK99,30,30,CONC,0,0,H1,
OKAS,9805,132,PEM,0,0,12L,30R
OKAS,9805,146,PEM,1,0,12R,30L
OKBK,11483,148,ASP,1,0,15L,33R
OKBK,11155,148,CON,1,0,15R,33L
OKDI,5215,80,ASP,1,0,18,36
OKV,1969,98,Brown Silt clay,0,0,6,24
OL00,60,60,CONC,0,0,H1,
OL02,2560,30,ASPH-G,0,0,1,19
OL03,2264,25,ASPH,0,0,16,34
OL04,1840,70,DIRT,0,0,ENE,WSW
OL05,2900,32,ASPH-G,0,0,18,36
OL06,30,30,CONC,0,0,H1,
OL07,75,75,ASPH/ CONC,0,0,H1,
OL08,50,50,CONC,0,0,H1,
OL09,2300,30,GRVL,0,0,1,19
OL11,33,33,CONC,0,0,H1,
OL12,2000,30,TURF,0,0,17,35
OL14,60,60,CONC,0,0,H1,
OL15,30,30,CONC,0,0,H1,
OL16,42,42,CONC,0,0,H1,
OL17,75,75,CONC,0,0,H1,
OL19,2000,50,TURF-P,0,0,13,31
OL20,2000,100,TURF,0,0,13,31
OL20,3000,100,TURF,0,0,17,35
OL23,2000,100,TURF,0,0,17,35
OL92,4500,60,TURF-P,0,0,1,19
OL99,840,60,Turf,0,0,8,26
OLBA,12467,148,CON,1,0,3,21
OLBA,11138,148,CON,1,0,16,34
OLBA,10663,197,ASP,1,0,17,35
OLKA,9843,148,CON,1,0,6,24
OLQ,2018,147,Grassed black silt clay,0,0,18,36
OLRA,9740,148,CON,1,0,4,22
OM-0003,13123,194,CON,1,0,4,22
OM11,7080,200,ASP,0,0,13,31
OMAA,13452,197,ASP,1,0,13L,31R
OMAA,13452,148,ASP,1,0,13R,31L
OMAD,10499,150,ASP,1,0,13,31
OMAH,8205,148,ASP,0,0,17,35
OMAJ,7218,151,MAC,1,0,13,31
OMAL,13123,148,ASP,1,0,1,19
OMAM,,,UNK,0,0,13,31
OMAM,12012,150,ASP,1,0,13L,31R
OMAM,12012,150,ASP,1,0,13R,31L
OMAR,3438,72,MAC,1,0,13,31
OMAS,3537,98,ASP,1,0,15,33
OMAZ,3937,98,ASP,1,0,13,31
OMBY,8760,,ASP,0,0,13,31
OMDB,13124,197,ASP,1,0,12L,30R
OMDB,13124,196,ASP,1,0,12R,30L
OMDM,12970,148,ASP,1,0,9,27
OMDW,14764,197,Asphalt,1,0,12,30
OMFJ,12303,148,ASP,1,0,11,29
OMRK,12336,148,ASP,1,0,16,34
OMRS,2625,49,U,0,0,15,33
OMSJ,13320,148,ASP,1,0,12,30
OMU9,1900,75,TURF,0,0,13,31
ONB,1640,98,Red clay,0,0,16,34
OO42,4928,100,ASP,0,0,16,34
OOH,9000,5000,WATER-E,0,0,E,W
OOKB,8202,75,ASP,0,0,1,19
OOMA,8446,148,ASP,1,0,7,25
OOMA,10005,148,ASP,1,0,17,35
OOMS,13123,,ASP,1,0,08L,26R
OOMS,11759,148,ASP,1,0,08R,26L
OOMX,5782,175,GVL,0,0,6,24
OOMX,8635,190,GVL,0,0,13,31
OOSA,10965,148,ASP,1,0,7,25
OOSA,4196,59,GRE,0,1,17,35
OOSH,13100,194,CON,1,0,15,33
OOTH,13123,148,ASP,1,0,17,35
OP10,4833,85,ASP,0,0,12,30
OP11,2713,100,GRE,0,0,10,28
OP12,9120,99,PEM,0,0,4,22
OP13,7875,205,GRE,0,0,8,26
OP14,4910,50,ASP,0,0,2,20
OP15,2830,90,GRE,0,0,16,34
OP16,3935,65,ASP,0,0,6,24
OP17,5243,75,ASP,0,0,17,35
OP18,3405,80,PEM,0,0,17,35
OP19,3500,50,ASP,0,0,6,24
OP1A,5470,98,ASP,1,0,17,35
OP1Y,9000,75,ASP,0,0,5,23
OP21,10283,149,ASP,0,0,17,35
OP22,10000,150,ASP,0,0,2,20
OP23,4525,148,BIT,0,0,2,20
OP24,2903,81,GRE,0,0,2,20
OP25,3028,33,GVL,0,0,12,30
OP26,3552,40,ASP,0,0,16,34
OP27,6256,148,ASP,0,0,5,23
OP27,2322,85,GRE,0,1,15,33
OP28,8100,60,CON,0,0,15,33
OP31,3876,72,BIT,0,0,3,21
OP32,3000,65,ASP,0,0,7,25
OP33,3862,80,ASP,0,0,5,23
OP34,3722,90,BIT,0,0,17,35
OP35,5015,100,BIT,0,0,18,36
OP36,4945,160,GRE,0,0,2,20
OP36,4464,128,GRE,0,0,7,25
OP37,6015,150,MAC,0,0,14,32
OPBG,8970,90,ASP,0,0,7,25
OPBG,5020,150,CON,0,1,16,34
OPBN,6001,,UNK,0,0,7,25
OPBW,9345,98,ASP,0,0,8,26
OPCH,5741,98,ASP,0,0,2,20
OPDG,6499,98,ASP,0,0,18,36
OPDI,5000,75,ASP,0,0,12,30
OPFA,9272,151,CON,1,0,3,21
OPGD,4960,75,ASP,0,0,6,24
OPGT,5400,98,ASP,0,0,7,25
OPGT,983,49,CON,0,0,9,27
OPJA,10040,148,ASP,1,0,15,33
OPJA,10081,80,ASP,0,0,15L,33R
OPJI,5850,,UNK,0,0,3,21
OPKC,10500,151,CON,1,0,07L,25R
OPKC,11155,151,CON,1,0,07R,25L
OPKH,6001,,UNK,0,0,12,30
OPKN,2945,93,GRE,0,0,16,34
OPLA,11024,151,CON,1,0,18L,36R
OPLA,9000,151,ASP,1,0,18R,36L
OPLH,4390,150,CON,0,0,14,32
OPMA,5000,100,ASP,0,0,14,32
OPMF,2960,75,ASP,0,0,13,31
OPMI,10348,97,ASP,0,0,06L,24R
OPMI,10161,156,ASP,1,0,06R,24L
OPMJ,6512,98,ASP,1,0,8,26
OPMR,8622,120,ASP,1,0,4,22
OPMR,9022,200,CON,1,0,9,27
OPMS,9950,165,ASP,0,0,12,30
OPMT,9046,98,ASP,1,0,18,36
OPNH,8999,150,CON,1,0,2,20
OPNK,2855,80,GRE,0,0,3,21
OPOK,10995,80,ASP,0,0,18,36
OPOR,5000,,UNK,0,0,6,24
OPPC,3999,,UNK,0,0,16,34
OPPG,5000,75,BIT,0,0,13,31
OPPI,8999,151,PEM,1,0,6,24
OPPS,9000,150,ASP,1,0,17,35
OPQS,6693,148,ASP,1,0,14,32
OPQT,12000,150,ASP,1,0,13,31
OPQT,11970,100,ASP,0,0,13R,31L
OPRK,9842,148,ASP,1,0,1,19
OPRN,10785,150,ASP,1,0,12,30
OPRS,5840,164,ASP,0,0,09L,27R
OPRS,9085,164,ASP,1,0,09R,27L
OPRT,2958,75,ASP,0,0,1,19
OPSD,11944,100,ASP,0,0,14,32
OPSD,6501,101,ASP,0,0,15,33
OPSF,8060,150,ASP,1,0,8,26
OPSK,9000,98,ASP,1,0,14,32
OPSS,5745,151,ASP,0,0,5,23
OPST,11811,150,ASP,1,0,22L,04R
OPSU,4975,150,SAN,0,0,1,19
OPSU,6000,100,ASP,0,0,01L,19R
OPTH,8968,75,ASP,0,0,6,24
OPTU,6000,100,ASP,1,0,8,26
OPWN,2993,100,ASP,0,0,9,27
OPZB,6001,98,ASP,0,0,9,27
OR00,1700,20,TURF-GRVL,0,0,7,25
OR02,2500,25,DIRT,0,0,9,27
OR03,70,70,ASPH/ CONC,0,0,H1,
OR04,2300,130,TURF,0,0,7,25
OR05,2125,40,TURF-GRVL-F,0,0,7,25
OR06,2300,60,TURF,0,0,15,33
OR07,4400,60,ASP,0,0,13,31
OR08,2200,75,GRAVEL,0,0,7,25
OR09,3025,94,DIRT,0,0,3,21
OR09,3247,94,DIRT,0,0,12,30
OR10,5000,50,ASP,0,0,18,36
OR11,1500,50,TURF,0,0,N,S
OR12,2900,50,ASPH,0,0,17,35
OR13,1650,30,DIRT,0,0,2,20
OR14,1500,30,GRVL-DIRT,0,0,3,21
OR15,24,24,CONC,0,0,H1,
OR16,2640,50,TURF,0,0,8,26
OR17,3100,30,ASP,0,0,15,33
OR18,20,15,CONC,0,0,H1,
OR19,1900,25,ASPH-P,0,0,16,34
OR20,1250,50,TURF,0,0,7,25
OR21,1700,35,TURF,0,0,16,34
OR22,1700,60,TURF,0,0,16,34
OR23,1900,75,TRTD,0,0,10,28
OR24,1550,60,TURF,0,0,16,34
OR25,2300,45,TURF,0,0,9,27
OR26,2800,40,TURF,0,0,17,35
OR27,1600,50,TURF,0,0,11,29
OR28,2100,100,TURF,0,0,E,W
OR29,3375,40,ASP,0,0,17,35
OR30,2100,60,TURF,0,0,16,34
OR32,4000,32,ASPH,0,0,NE,SW
OR33,100,100,ASPH/ CONC,0,0,H1,
OR34,2450,60,TURF-F,0,0,6,24
OR35,1450,100,TURF,0,0,17,35
OR36,100,100,GRASS / SOD,0,0,H1,
OR37,20,20,CONC,0,0,H1,
OR38,2290,75,ASPH-GRVL,0,0,7,25
OR39,1600,40,TURF-GRVL,0,0,16,34
OR40,2640,60,TURF,0,0,16,34
OR41,2240,100,TURF,0,0,7,25
OR42,2200,30,TURF-GRVL,0,0,12,30
OR43,40,40,CONC,0,0,H1,
OR44,1500,70,TURF,0,0,N,S
OR45,1100,60,GRAVEL,0,0,N,S
OR46,2500,50,DIRT,0,0,E,W
OR47,1600,70,TURF,0,0,16,34
OR48,2860,50,TURF,0,0,18,36
OR49,62,62,ASPH/ CONC,0,0,H1,
OR50,2300,25,TURF,0,0,E,W
OR51,2900,30,TURF,0,0,8,26
OR52,2350,50,ASPH,0,0,15,33
OR53,2400,88,TURF,0,0,3,21
OR54,2300,60,TURF,0,0,16,34
OR55,75,75,ASPH/ CONC,0,0,H1,
OR56,1470,40,TURF,0,0,16,34
OR57,1743,80,TURF,0,0,18,36
OR59,1300,40,TURF,0,0,7,25
OR60,2400,60,TURF,0,0,18,36
OR61,2470,60,TURF,0,0,11,29
OR63,50,50,GRASS / SOD,0,0,H1,
OR64,2800,50,TURF,0,0,NE,SW
OR65,2500,80,TURF,0,0,12,30
OR66,1700,75,TURF,0,0,15,33
OR68,100,50,ASPH/ CONC,0,0,H1,
OR69,53,53,CONC,0,0,H1,
OR70,2000,80,GRVL-DIRT-G,0,0,8,26
OR71,25,25,CONC,0,0,H1,
OR72,1300,150,TURF,0,0,16,34
OR73,1627,120,ASPH,0,0,NE,SW
OR74,900,30,TURF,0,0,NE,SW
OR75,100,60,CONC,0,0,H1,
OR77,2200,50,TURF,0,0,17,35
OR78,3000,40,TURF-GRVL,0,0,16,34
OR79,1600,50,TURF,0,0,N,S
OR81,2000,80,TURF-GRVL,0,0,7,25
OR82,70,70,ASPH/ CONC,0,0,H1,
OR83,100,100,GRASS / SOD,0,0,H1,
OR86,2500,60,TURF,0,0,N,S
OR87,1345,45,GRASS / SOD,0,0,1,19
OR88,21,21,CONC,0,0,H1,
OR89,3600,100,GRAVEL,0,0,NE,SW
OR90,2700,70,TURF-GRVL,0,0,3,21
OR91,50,50,CONC,0,0,H1,
OR92,500,80,TURF,0,0,7,25
OR93,40,40,ASPH/ CONC,0,0,H1,
OR94,2050,35,TURF,0,0,1,19
OR95,1800,60,TURF,0,0,E,W
OR96,3000,130,TURF-DIRT,0,0,15,33
OR97,2500,75,DIRT,0,0,7,25
OR98,2250,50,GRAVEL,0,0,12,30
OR99,70,70,ASPH/ CONC,0,0,H1,
ORAA,10125,338,GRE,0,0,8,26
ORAA,13124,197,ASP,1,0,09L,27R
ORAA,13123,148,ASP,1,0,09R,27L
ORAT,12087,150,PEM,1,0,12L,30R
ORAT,13186,200,CON,1,0,12R,30L
ORBD,11495,149,PEM,0,0,12,30
ORBD,11490,197,CON,1,0,14,32
ORBI,13124,197,CON,1,0,15L,33R
ORBI,10830,148,CON,0,0,15R,33L
ORBM,8695,147,CON,0,0,15,33
ORBR,7333,150,ASP,0,0,13,31
ORER,9197,95,ASP,1,0,15,33
ORER,4085,105,ASP,0,1,15L,33R
ORER,,,UNK,0,0,15R,33L
ORER,13890,225,U,0,1,18,36
ORI,2200,75,GRAVEL-G,0,0,7,25
ORKK,9809,148,CON,1,0,13,31
ORKK,8535,160,ASP,1,0,14,32
ORMM,13124,148,CON,1,0,14,32
ORNI,9843,148,Asphaltic Concrete,1,0,10,28
ORQW,11486,197,CON,0,0,15,33
ORQW,12088,98,PEM,0,1,16,34
ORSH,7341,165,ASP,0,1,14L,32R
ORSH,10225,150,CON,0,0,14R,32L
ORSU,11481,148,CON,1,0,13,31
ORTF,9842,147,PEM,0,0,13,31
ORTI,5770,164,PEM,0,0,16,34
ORTL,10935,148,CON,0,0,12L,30R
ORTL,9991,148,CON,0,0,12R,30L
ORUB,10174,148,CON,0,0,11L,29R
ORUB,11666,148,ASP,0,0,11R,29L
OS57,9810,135,PEM,0,0,9,27
OS58,9130,150,CON,1,0,9,27
OS59,9842,131,CON,0,0,9,27
OS60,9868,98,ASP,0,0,05L,23R
OS60,9868,150,ASP,0,0,05R,23L
OS61,10335,147,CON,1,0,06L,24R
OS61,7756,165,GRE,0,0,06R,24L
OS62,10180,130,ASP,0,0,10,28
OS63,9820,150,ASP,0,0,06L,24R
OS63,9189,97,ASP,0,0,06R,24L
OS64,9842,144,ASP,0,0,4,22
OS65,9850,148,ASP,0,0,11,29
OS66,8305,150,ASP,0,0,10,28
OS67,9120,148,ASP,1,0,6,24
OS68,8209,148,ASP,0,0,5,23
OS68,9820,148,ASP,0,0,8,26
OS69,9995,148,ASP,0,0,7,25
OS69,9190,98,ASP,0,0,15,33
OS70,10000,148,PEM,0,0,10,28
OS71,4020,145,ASP,0,1,4,22
OS71,4935,130,ASP,0,0,10,28
OS72,10520,150,ASP,1,0,9,27
OS72,10115,170,GRE,0,0,09R,27L
OS72,8830,180,GRE,0,0,17,35
OS73,4275,95,ASP,0,0,4,22
OSAP,9547,148,ASP,1,0,9,27
OSDI,9843,148,ASP,1,1,05L,23R
OSDI,11811,148,ASP,1,0,05R,23L
OSDZ,,,UNK,0,0,10,28
OSDZ,9843,148,ASP,0,0,10L,28R
OSDZ,11000,148,SAN,0,1,10R,28L
OSE,1640,98,Grassed black clay,0,0,14,32
OSG,2297,98,Grassed grey clay,0,0,14,32
OSKL,11860,150,ASP,0,0,3,21
OSLK,9175,148,ASP,1,0,17,35
OSPR,9449,148,ASP,1,0,8,26
OTBD,15000,151,ASP,1,0,15,33
OTBH,12303,148,ASP,1,0,16,34
OTBK,5249,98,ASP,0,0,14,32
OTY,1970,,GRS,0,0,6,24
OY74,9250,144,ASP,0,0,7,25
OY75,8460,110,ASP,1,0,16,34
OYAA,10171,148,ASP,1,0,8,26
OYAB,8202,,Dirt,0,0,9,27
OYAT,9482,164,ASP,1,0,13,31
OYBA,9962,148,ASP,0,0,6,24
OYBN,5480,75,ASP,0,0,17,35
OYGD,8858,148,ASP,1,0,8,26
OYHD,9843,148,ASP,1,0,3,21
OYKM,5906,,UNK,0,0,18,36
OYMB,9843,,UNK,0,0,17,35
OYRN,9846,148,ASP,1,0,6,24
OYSH,11483,,UNK,0,0,18,36
OYSN,10669,148,ASP,1,0,18,36
OYSQ,10827,148,ASP,1,0,3,21
OYSY,9843,120,ASP,0,0,7,25
OYTZ,10040,148,ASP,0,0,1,19
OYZM,8186,,UNK,0,0,17,35
P09,2850,75,TURF-F,0,0,5,23
P15,2660,100,TURF-G,0,0,9,27
P18,600,400,ASPH/ CONC,0,0,H1,
P27,2050,60,ASPH-F,0,0,13,31
P32,1900,100,TURF-G,0,0,10,28
P34,2627,50,ASPH-F,0,0,8,26
P37,2425,160,TURF-F,0,0,3,21
P37,2900,132,TURF-G,0,0,18,36
P45,2188,161,TURF-F,0,0,6,24
P45,1600,220,TURF-F,0,0,14,32
P48,4200,100,DIRT-F,0,0,05C,23C
P48,4200,100,DIRT-F,0,0,05L,23R
P48,4200,100,DIRT-F,0,0,05R,23L
P48,2400,100,DIRT-E,0,0,14,32
P72,68,68,ASPH/ CONC,0,0,H1,
P91,2370,100,TURF-G,0,0,8,26
P96,3060,130,TURF-G,0,0,9,27
P97,2450,75,TURF-G,0,0,9,27
P98,60,60,CONC,0,0,H1,
P99,74,74,ASPH/ CONC,0,0,H1,
PA-MRF,2300,,Asphalt,0,0,2,20
PA01,1815,120,TURF-G,0,0,4,22
PA02,1345,104,TURF,0,0,10,28
PA03,65,65,CONC,0,0,H1,
PA04,65,65,ASPH/ CONC,0,0,H1,
PA05,1200,60,TURF,0,0,8,26
PA06,50,50,GVL,0,0,H1,H1
PA07,1800,95,TURF,0,0,10,28
PA08,1750,150,TURF,0,0,N,S
PA09,100,100,ASPH/ CONC,0,0,H1,
PA10,32,32,ASPH/ CONC,0,0,H1,
PA11,60,60,ASPH/ CONC,0,0,H1,
PA12,30,30,CONC,0,0,H1,
PA13,70,70,ASPH/ CONC,0,0,H1,
PA14,50,50,CONC,0,0,H1,
PA15,3000,200,WATER,0,0,10,28
PA16,48,48,PIERCED STEEL PLANKING / LANDING MATS / MEMBRANES,0,0,H1,
PA17,1600,50,TURF,0,0,10,28
