airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident,he_ident
PA18,2000,100,TURF,0,0,9,27
PA19,500,100,TURF,0,0,4,22
PA20,1200,100,TURF-G,0,0,7,25
PA21,2300,220,TURF-F,0,0,18,36
PA22,2110,65,TURF-GRVL-P,0,0,18,36
PA23,2060,100,TURF,0,0,3,21
PA24,75,75,ASPH/ CONC,0,0,H1,
PA25,1200,100,TURF,0,0,5,23
PA26,500,400,GRASS / SOD,0,0,H1,
PA27,35,35,CONC,0,0,H1,
PA28,39,39,PIERCED STEEL PLANKING / LANDING MATS / MEMBRANES,0,0,H1,
PA29,65,65,ASPH/ CONC,0,0,H1,
PA30,1320,300,TURF,0,0,5,23
PA30,1340,150,TURF,0,0,10,28
PA30,1250,100,TURF,0,0,16,34
PA31,2150,100,TURF,0,0,10,28
PA32,75,75,ASPH/ CONC,0,0,H1,
PA33,1430,100,TURF,0,0,18,36
PA34,30,30,CONC,0,0,H1,
PA35,2200,50,ASPH,0,0,13,31
PA36,1500,100,TURF,0,0,6,24
PA37,65,65,ASPH/ CONC,0,0,H1,
PA38,360,200,GRASS / SOD,0,0,H1,
PA39,4500,100,ASP,0,0,12,30
PA40,2200,150,TURF,0,0,3,21
PA41,65,65,ASPH/ CONC,0,0,H1,
PA42,200,200,ASPH/ CONC,0,0,H1,
PA43,1700,100,TURF,0,0,N,S
PA44,1700,120,ASPH,0,0,6,24
PA45,1400,100,TURF,0,0,18,36
PA46,80,80,ASPH/ CONC,0,0,H1,
PA47,2020,100,GRASS / SOD,0,0,5,23
PA48,50,50,CONC,0,0,H1,
PA49,2230,50,ASPH,0,0,11,29
PA50,65,65,ASPH/ CONC,0,0,H1,
PA51,2100,100,TURF,0,0,5,23
PA52,1700,100,Grass,0,0,10,28
PA53,1600,200,TURF,0,0,N,S
PA54,2555,100,TURF,0,0,1,19
PA55,1400,200,TURF,0,0,E,W
PA56,60,60,CONC,0,0,H1,
PA57,65,65,ASPH,0,0,H1,H1
PA58,1800,100,GRVL,0,0,13,31
PA59,60,60,ASPH/ CONC,0,0,H1,
PA60,60,60,ASPH/ CONC,0,0,H1,
PA61,1350,50,TURF,0,0,11,29
PA62,38,38,ASPH/ CONC,0,0,H1,
PA63,65,65,CONC,0,0,H1,H1
PA65,1200,50,TURF,0,0,NW,SE
PA66,1800,150,TURF,0,0,9,27
PA67,75,75,CONC,0,0,H1,
PA68,3000,100,TURF,0,0,17,35
PA69,1200,100,TURF,0,0,9,27
PA70,1820,100,TURF,0,0,5,23
PA71,1990,90,TURF,0,0,7,25
PA72,2200,100,TURF,0,0,15,33
PA73,1400,100,TURF,0,0,N,S
PA74,2200,100,TURF,0,0,E,W
PA75,1600,150,TURF,0,0,E,W
PA76,1300,100,TURF,0,0,E,W
PA76,1800,100,TURF,0,0,NE,SW
PA77,2000,125,TURF,0,0,N,S
PA78,1800,120,TURF,0,0,NE,SW
PA79,525,285,GRASS / SOD,0,0,H1,
PA80,40,40,PIERCED STEEL PLANKING / LANDING MATS / MEMBRANES,0,0,H1,
PA81,2300,100,TURF,0,0,11,29
PA82,2200,100,TURF,0,0,N,S
PA83,35,35,CONC,0,0,H1,
PA84,2300,100,TURF,0,0,E,W
PA85,1350,100,TURF,0,0,13,31
PA86,1500,100,TURF,0,0,10,28
PA87,100,100,ASPH/ CONC,0,0,H1,
PA88,3980,50,ASP,1,0,5,23
PA89,1095,100,TURF,0,0,15,33
PA90,7500,350,WATER,0,0,NW,SE
PA91,65,60,ASPH/ CONC,0,0,H1,
PA92,2850,110,TURF,0,0,8,26
PA93,60,60,ASPH/ CONC,0,0,H1,
PA94,65,65,CONC,0,0,H1,
PA95,40,40,GRASS / SOD,0,0,H1,
PA97,40,40,ASPH/ CONC,0,0,H1,
PA98,60,60,CONC,0,0,H1,
PA99,65,65,ASPH/ CONC,0,0,H1,
PAAK,4500,100,ASPH-E,1,0,16,34
PAAL,3500,100,GRVL,0,0,1,19
PAAM,3500,100,GRVL,0,0,14,32
PAAN,2558,100,GRVL-F,0,0,9,27
PAAP,3000,300,WATER,0,0,N,S
PAAQ,3617,75,ASP,1,0,9,27
PAAQ,6008,100,ASP,1,0,16,34
PAAQ,1560,60,GVL,0,0,16S,34S
PAAT,5800,150,ASPH-F,0,0,2,20
PABA,4820,100,GRAVEL-P,0,0,7,25
PABE,6400,150,ASPH-F,1,0,01L,19R
PABE,4000,75,ASPH-G,0,0,01R,19L
PABE,1860,75,GRVL-G,1,0,12,30
PABG,2400,60,GRVL,0,0,9,27
PABG,5000,100,GRVL-G,0,0,18,36
PABI,9000,150,ASPH-G,0,0,1,19
PABI,4679,164,ASPH-G,0,0,7,25
PABI,6115,150,ASPH-G,0,0,10,28
PABL,3200,75,GRVL-G,0,0,11,29
PABM,4200,145,GVL,0,0,7,25
PABP,5100,75,GRVL,0,0,3,21
PABR,6500,150,ASP,1,0,6,24
PABT,5190,150,GVL,1,0,1,19
PABU,3520,100,GRVL,0,0,15,33
PABV,3931,100,ASP,1,0,01L,19R
PABV,2200,50,COM,0,0,01R,19L
PACD,4235,150,ASP,1,0,8,26
PACD,10415,150,ASP,1,0,14,32
PACE,2782,60,GRVL-P,0,0,7,25
PACI,4000,90,GRVL-G,0,0,3,21
PACK,2500,28,GRVL-DIRT-P,0,0,16,34
PACL,4000,100,ASP,1,0,1,19
PACM,10000,500,WATER-E,0,0,04W,22W
PACM,3000,75,GVL,1,0,10,28
PACR,2979,60,GRVL-G,0,0,15,33
PACS,1900,90,GRAVEL,0,0,6,24
PACS,3500,120,GRAVEL,0,0,16,34
PACV,7500,150,ASP,1,0,9,27
PACV,1899,30,GVL,0,0,16,34
PACX,4000,100,GRVL-G,0,0,1,19
PACY,4350,75,TURF-F,0,0,8,26
PACZ,3990,135,GVL,1,0,2,20
PADE,3300,75,GVL,1,0,2,20
PADE,2640,75,GVL,1,0,11,29
PADG,6312,100,ASPH-G,0,0,3,21
PADK,7790,200,ASPH-G,0,0,5,23
PADK,7605,200,ASPH-G,0,0,18,36
PADL,6400,150,ASP,1,0,1,19
PADM,3201,100,GVL,1,0,7,25
PADQ,7542,150,ASP,1,0,7,25
PADQ,5399,150,ASP,1,0,11,29
PADQ,5013,150,ASP,1,0,18,36
PADU,3900,100,ASP,1,0,12,30
PADY,1885,35,GRVL-P,0,0,18,36
PAED,10000,200,PEM,1,0,6,24
PAED,7500,150,ASP,1,0,16,34
PAEE,3243,60,GRVL-G,0,0,17,35
PAEG,3600,75,GRVL-F,0,0,6,24
PAEH,3950,150,GVL,1,0,14,32
PAEI,14530,150,CONC,0,0,14,32
PAEL,10000,1500,WATER-E,0,0,NW,SE
PAEM,4601,100,GVL,1,0,16,34
PAEN,7576,150,ASP,1,0,01L,19R
PAEN,2000,60,GVL,0,0,01R,19L
PAEN,4600,252,WATER-E,0,0,01W,19W
PAEW,2202,35,GRVL-F,0,0,15,33
PAFA,2900,75,GRVL,0,0,2,20
PAFA,11800,150,ASPH-G,0,0,02L,20R
PAFA,6501,100,ASPH-G,0,0,02R,20L
PAFA,5400,100,WATER,0,0,02W,20W
PAFB,8575,150,ASPH-CONC,0,0,7,25
PAFE,4000,100,ASPH-G,0,0,11,29
PAFK,5000,500,WATER-E,0,0,NW,SE
PAFL,1200,12,GRAVEL-P,0,0,13,31
PAFM,2400,60,GVL,1,0,9,27
PAFM,3000,60,GVL,1,0,18,36
PAFR,4175,100,ASPH,0,0,17,35
PAFS,4003,75,GRVL-G,0,0,4,22
PAFV,2700,75,GRVL-G,0,0,11,29
PAFW,4970,35,GRVL-P,0,0,8,26
PAGA,2786,80,GVL,0,0,6,24
PAGA,7254,150,PEM,1,0,7,25
PAGB,5182,150,GRVL-G,0,0,13,31
PAGG,2510,60,GRVL-P,0,0,15,33
PAGH,4000,60,GVL,1,0,9,27
PAGK,5001,100,ASPH-G,0,0,15,33
PAGL,4000,75,GRAVEL-G,0,0,2,20
PAGM,4501,96,ASP,1,0,16,34
PAGN,10000,900,WATER,0,0,NW,SE
PAGQ,2435,70,GRAVEL-G,0,0,7,25
PAGS,3010,60,ASP,0,0,2,20
PAGS,6720,150,ASP,1,0,11,29
PAGT,1600,50,GRVL-P,0,0,3,21
PAGY,3550,75,ASPH-G,0,0,2,20
PAHC,4000,100,GRAVEL-G,0,0,1,19
PAHL,4000,75,GVL,1,0,3,21
PAHN,4000,100,ASP,1,0,8,26
PAHO,6701,150,ASP,1,0,4,22
PAHP,3300,75,ASP,1,0,13,31
PAHU,3380,100,GRAVEL-G,0,0,17,35
PAHV,2912,60,ASPH-P,0,0,15,33
PAHX,3400,50,GRVL-F,0,0,16,34
PAHX,5000,1000,WATER,0,0,18W,36W
PAHY,5000,2000,WATER,0,0,E,W
PAI,568,410,CONC,0,0,H1,
PAIG,3000,75,GRVL-F,0,0,5,23
PAII,1500,75,GVL,1,0,3,21
PAII,5600,100,GVL,1,0,12,30
PAIK,3400,100,GVL,1,0,6,24
PAIL,5087,100,ASP,1,0,7,25
PAIL,4800,100,ASP,1,0,17,35
PAIL,2998,400,WATER-E,0,0,E,W
PAIL,2892,400,WATER,0,0,N,S
PAIM,4100,120,GVL,1,0,6,24
PAIN,3000,68,GRAVEL-G,0,0,16,34
PAIW,4000,75,GRAVEL-G,0,0,18,36
PAJC,2600,60,GRVL-G,0,0,2,20
PAJN,8457,150,ASP,1,0,8,26
PAJN,4900,450,WATER,0,0,08W,26W
PAJV,1450,90,GRAVEL,0,0,3,21
PAJZ,3000,75,GRVL-F,0,0,9,27
PAKD,2475,40,ASPH-GRVL-F,0,0,2,20
PAKF,2100,75,GRVL-G,0,0,13,31
PAKH,3120,50,GRAVEL-G,0,0,4,22
PAKI,2120,35,GRAVEL-G,0,0,15,33
PAKK,3000,60,GRVL-G,0,0,1,19
PAKL,4350,110,GRVL-P,0,0,6,24
PAKL,5000,5000,WATER,0,0,18W,36W
PAKN,8901,150,ASPH-F,0,0,12,30
PAKN,4018,100,ASP,1,0,18,36
PAKN,4000,500,WATER,0,0,NW,SE
PAKO,3512,135,GRVL,0,0,8,26
PAKP,4800,100,GRAVEL-G,0,0,2,20
PAKT,7500,150,ASPH-G,1,0,11,29
PAKT,9500,1500,WATER,0,1,ESE,WNW
PAKU,6000,130,GRAVEL-G,0,0,5,23
PAKV,3986,100,GRVL-G,0,0,3,21
PAKW,5000,100,ASP,1,0,2,20
PAKY,2000,60,GRVL-P,0,0,10,28
PALB,2690,75,GRVL-G,0,0,4,22
PALG,3172,75,GRVL-G,0,0,6,24
PALH,4540,188,WATER,0,0,E,W
PALH,1930,200,WATER,0,0,N,S
PALH,1370,150,WATER,0,0,NW,SE
PALP,5000,100,GRVL,0,0,3,21
PALR,3000,60,GRVL-F,0,0,4,22
PALU,4800,135,GVL,1,0,8,26
PAMB,3300,75,GRVL-G,0,0,3,21
PAMC,2000,60,GRVL-G,0,0,5,23
PAMC,5936,100,ASPH-G,0,0,16,34
PAMD,4178,115,GRVL-E,0,0,2,20
PAMD,1500,125,GRVL-E,0,0,13,31
PAMH,4184,100,GVL,0,0,3,21
PAMK,4001,75,GRAVEL-G,0,0,2,20
PAML,2875,30,GRAVEL-F,0,0,2,20
PAMM,5000,5000,WATER,0,0,E,W
PAMM,5000,5000,WATER,0,0,N,S
PAMO,3500,75,GRVL-P,0,0,2,20
PAMR,2000,60,GVL,0,0,4,22
PAMR,4000,100,ASP,1,0,7,25
PAMR,2640,75,ASP,1,0,16,34
PAMX,3500,60,GRVL-G,0,0,1,19
PAMY,3070,75,GVL,1,0,5,23
PANA,3248,60,GRAVEL-F,0,0,16,34
PANC,10600,150,ASP,1,0,07L,25R
PANC,10900,150,ASP,1,0,07R,25L
PANC,11584,150,ASP,1,0,14,32
PANI,3000,400,WATER,0,0,05W,23W
PANI,6000,150,ASPH-F,0,0,10,28
PANN,4600,100,ASP,1,0,04L,22R
PANN,2520,60,GRS,1,0,04R,22L
PANN,3601,100,WATER,0,0,04W,22W
PANO,2800,75,GRAVEL-G,0,0,2,20
PANR,10500,500,WATER-E,0,0,NE,SW
PANT,5709,150,GVL,0,0,2,20
PANT,7493,150,ASP,0,0,12,30
PANU,4000,100,GVL,1,0,2,20
PANV,2960,75,GVL,1,0,17,35
PANW,3281,98,GRVL-G,0,0,14,32
PAOB,4000,75,GRVL-G,0,0,9,27
PAOC,1470,60,GRVL-P,0,0,1,19
PAOC,1920,60,GRVL-P,0,0,9,27
PAOH,2997,75,ASPH-G,0,0,6,24
PAOM,5576,150,ASP,1,0,3,21
PAOM,6001,150,ASP,1,0,10,28
PAOO,3218,60,GVL,1,0,16,34
PAOR,5100,100,GRVL-DIRT-G,0,0,5,23
PAOT,5900,150,ASPH-G,0,0,9,27
PAOT,3800,90,GVL,1,0,17,35
PAOU,4000,75,GRVL-G,0,0,8,26
PAPB,5000,150,GVL,1,0,11,29
PAPC,4500,120,ASPH,0,0,16,34
PAPE,3300,75,GRVL-G,0,0,2,20
PAPG,6000,150,ASP,1,0,5,23
PAPH,5000,100,GVL,1,0,5,23
PAPH,4000,100,GVL,1,0,13,31
PAPK,3000,60,GVL,1,0,2,20
PAPK,15000,2000,WATER,0,0,09W,27W
PAPM,1924,50,GVL,0,0,9,27
PAPM,3304,50,GVL,0,0,13,31
PAPN,3280,75,GRVL-G,0,0,7,25
PAPO,4000,75,ASPH-F,0,0,1,19
PAPR,4968,150,GRVL-G,0,0,1,19
PAQC,5000,1000,WATER,0,0,NW,SE
PAQH,4000,75,GRVL,0,0,12,30
PAQT,4343,90,GVL,1,0,4,22
PARC,4500,75,GVL,1,0,2,20
PARS,3600,100,GRAVEL-G,0,0,17,35
PARS,3000,500,WATER,0,0,18W,36W
PARY,4000,100,GVL,1,0,3,21
PASA,4400,100,GVL,1,0,5,23
PASC,6500,150,ASPH-G,0,0,5,23
PASD,4000,150,ASP,1,0,13,31
PASH,5000,70,ASP,1,0,5,23
PASI,6500,150,ASP,1,0,11,29
PASK,3002,60,GRAVEL-G,0,0,4,22
PASK,2659,60,GVL,1,0,9,27
PASL,3100,60,GRAVEL-G,0,0,14,32
PASM,1900,60,GVL,1,0,6,24
PASM,6003,150,GVL,1,0,17,35
PASN,6500,150,ASP,1,0,18,36
PASO,1845,60,GRVL-G,0,0,16,34
PASP,2270,10,GRVL-DIRT-P,0,0,5,23
PAST,3840,80,GRAVEL-P,0,0,3,21
PASV,4100,150,GVL,1,0,16,34
PASW,3400,75,GRAVEL-G,0,0,9,27
PASX,5000,132,ASP,1,0,7,25
PASY,10000,150,ASP,1,0,10,28
PATA,4400,150,GRVL-P,0,0,7,25
PATC,4700,100,GRVL,0,0,16,34
PATE,3000,60,GRVL-G,0,0,7,25
PATG,4400,98,GVL,1,0,3,21
PATG,1200,49,GVL,0,0,10,28
PATK,3500,75,ASPH-G,0,0,18,36
PATL,3800,150,GVL,1,0,16,34
PATQ,4370,90,GVL,1,0,6,24
PATW,2080,30,GRVL-DIRT-F,0,0,4,22
PAUK,2200,55,GRVL-DIRT-G,0,0,18,36
PAUM,5583,100,GRVL-P,0,0,6,24
PAUN,2000,80,GVL,1,0,8,26
PAUN,6004,150,GRAVEL-G,0,0,15,33
PAUO,4400,75,GRAVEL-G,0,0,13,31
PAVA,3200,75,GRVL-G,0,0,2,20
PAVA,2000,400,WATER-E,0,0,18W,36W
PAVC,3500,100,GRVL-G,0,0,7,25
PAVD,6508,150,ASP,1,0,6,24
PAVE,4000,75,GRVL-DIRT-E,0,0,4,22
PAVL,3000,60,GVL,1,0,12,30
PAWB,3954,75,GRVL-F,0,0,5,23
PAWD,4240,100,ASPH-G,1,0,13,31
PAWD,2279,75,ASPH-G,0,0,16,34
PAWG,5999,150,ASP,1,0,10,28
PAWI,4494,90,GVL,1,0,5,23
PAWM,3000,60,GRVL-G,0,0,15,33
PAWN,4000,60,GRAVEL-G,0,0,1,19
PAWR,1480,58,GRAVEL-F,0,0,3,21
PAWS,3700,75,ASP,1,0,3,21
PAWS,1690,60,TURF-GRVL-G,0,0,03S,21S
PAWT,3000,100,GVL,1,0,3,21
PAXK,1800,13,GRVL-DIRT-P,0,0,13,31
PAYA,6475,150,CONC-F,0,0,2,20
PAYA,7745,150,ASPH-G,0,0,11,29
PCIS,6230,140,ASP,0,1,9,27
PCK,1040,40,GRVL-DIRT-P,0,0,10,28
PDI,2001,98,Grassed grey clay,0,0,8,26
PEC,10000,2000,WATER-E,0,0,NW,SE
PFAK,3196,75,GRVL-G,0,0,3,21
PFAL,4000,100,GRVL-G,0,0,5,23
PFC,1875,30,ASPH/ CONC,0,0,14,32
PFCB,3000,75,GRAVEL-G,0,0,15,33
PFCL,3200,60,GRVL,0,0,18,36
PFEL,3401,60,GRVL-G,0,0,1,19
PFKA,3000,60,GRVL-G,0,0,17,35
PFKK,3300,75,GRVL-G,0,0,6,24
PFKO,4422,100,GRVL,0,0,2,20
PFKT,2110,75,GRVL-G,0,0,4,22
PFKT,2990,100,GRVL-E,0,0,11,29
PFKU,4000,75,GRVL-DIRT-G,0,0,6,24
PFKW,3198,75,GRVL-G,0,0,18,36
PFNO,4000,100,GRVL-E,0,0,6,24
PFSH,4001,75,GRVL-G,0,0,14,32
PFTO,2509,50,ASPH-P,0,0,7,25
PFWS,2264,60,GRVL-F,0,0,4,22
PFWS,3314,60,GRVL-DIRT-F,0,0,12,30
PFYU,5810,150,GRVL-G,0,0,4,22
PG-0001,1991,98,Grey clay,0,0,4,22
PG-0002,1300,,GRS,0,0,18,36
PG-0003,1969,98,Grassed blackclay,0,0,18,36
PG-0004,1969,98,Grassed brown silt clay,0,0,4,22
PG-0005,4265,,,0,0,9,27
PG-0006,4773,,,0,0,12,30
PG-0010,3445,,,0,0,14,32
PG-0012,2395,98,Grey gravel,0,0,10,28
PG-0013,1348,,Grassed brown gravel,0,0,14,32
PG-0014,1772,98,Grassed black clay,0,0,17,35
PG-0015,1706,98,Grassed brown clay,0,0,12,30
PG-0016,2185,98,Grassed grey clay,0,0,15,33
PG-0017,1969,98,Grassed brown silt clay,0,0,10,28
PG-0018,1654,98,Grassed red clay,0,0,9,27
PG-0019,1558,98,Red clay,0,0,16,34
PG-0020,1624,148,Grassed brown clay,0,0,14,32
PG-0021,1785,151,Gravel,0,0,9,27
PG-0022,1378,98,Grassed white lime stone,0,0,16,34
PG-0023,1969,98,Grassed brown sandy clay,0,0,10,28
PG-0024,1969,98,Clay,0,0,12,30
PG-0026,1969,98,Grassed brown clay,0,0,17,35
PG-0027,1900,98,Grassed red clay,0,0,14,32
PG-0028,1969,98,Black silt,0,0,11,29
PG-0030,1969,30,Grassed black soil,0,0,1,19
PG-0031,1460,98,Grassed brown clay,0,0,5,23
PG-0033,1870,98,Grassed red clay,0,0,15,33
PG-0035,2310,98,Grassed brown clay,0,0,3,21
PG-0036,1811,98,Black clay,0,0,18,36
PG-0038,1640,98,Red clay,0,0,14,32
PG-0039,1969,98,Grassed red silt clay,0,0,11,29
PG-0042,1969,98,Grassed brown gravel,0,0,3,21
PG-0043,2215,98,Grassed sandy loam,0,0,17,35
PG-0044,1772,98,Grassed brown gravel,0,0,6,24
PG-0045,1549,98,Red clay gravel,0,0,11,29
PG-0046,1969,98,Grassed brown silt loam,0,0,14,32
PG-0047,1207,98,Brown clay,0,0,16,34
PG-0048,1969,98,Grassed brown silt clay,0,0,9,27
PG-0049,2198,98,Grassed silt clay,0,0,10,28
PG-0051,1411,98,Grassed sandy loam,0,0,3,21
PG-0052,2297,,,0,0,9,27
PG-0054,1968,,,0,0,17,35
PG-0055,2296,,,0,0,3,21
PG-0056,1837,98,Grassed brown silt clay,0,0,8,26
PG-0057,1772,98,Grassed clay,0,0,14,32
PG-0059,1522,98,Grassed red clay,0,0,7,25
PG-0060,1640,,,0,0,1,19
PG-0066,2402,49,Grass/gravel,0,0,16,34
PG-0067,2526,49,Grass/gravel,0,0,16,34
PG-0068,1916,98,Grassed black clay,0,0,6,24
PG-0069,1509,98,Grassed red clay,0,0,11,29
PG-0072,1913,,,0,0,11,29
PG-0073,1969,147,GRS,0,1,17,35
PG-0074,1411,,,0,0,14,32
PG-AKG,2526,98,Brown clay gravel,0,0,10,28
PG-AWB,2313,98,Grassed brown silt clay,0,0,18,36
PG-HYF,3097,,,0,0,17,35
PG-IHU,2648,98,Grassed black silt,0,0,12,30
PG-KKD,2805,147,Grassed black silt,0,0,17,35
PG-KXR,2100,,GRS,0,1,2,20
PG-OBX,1969,98,Grassed brown clay,0,0,14,32
PG-TFI,2887,59,Grassed yellow gravel,0,0,6,24
PG-TLO,2789,98,Grassed white gravel,0,0,10,28
PG-UKU,2418,147,Grassed red silt clay,0,0,12,30
PG-VMU,2953,148,Grassed black clay,0,0,4,22
PG-WPM,1637,98,Grassed red clay,0,0,9,27
PGM,1975,45,GRVL-DIRT-G,0,0,12,30
PGRO,6000,150,ASP,1,0,9,27
PGSN,8700,200,ASP,1,0,7,25
PGUA,10558,200,PEM,1,0,06L,24R
PGUA,11185,200,PEM,1,0,06R,24L
PGUM,12015,150,asphalt,1,0,06L,24R
PGUM,10014,150,asphalt,1,0,06R,24L
PGWT,8600,150,PEM,1,0,8,26
PH-0001,6890,148,Concrete,1,0,9,27
PH-0005,,,,0,0,13,31
PH-0073,6900,148,Concrete,1,0,4,22
PH-ENI,3280,,CON,0,0,12,30
PHBK,6006,146,ASP,1,0,16,34
PHDH,9007,75,ASP,0,0,8,26
PHHF,3000,200,CORAL,0,0,6,24
PHHI,5604,295,ASP,1,0,6,24
PHHN,3606,100,ASP,1,0,8,26
PHJH,3000,100,ASP,0,0,2,20
PHJR,4500,200,ASP,1,0,04L,22R
PHJR,8000,200,ASP,1,0,04R,22L
PHJR,6000,200,ASP,1,0,11,29
PHKO,11000,150,ASP,1,0,17,35
PHLI,6500,150,ASP,1,0,3,21
PHLI,6500,150,ASP,1,0,17,35
PHLU,2700,75,ASPH-G,0,0,5,23
PHMK,4494,100,ASP,1,0,5,23
PHMK,3118,100,ASP,1,0,17,35
PHMU,5197,100,ASP,1,0,4,22
PHNG,7771,200,ASP,1,0,4,22
PHNL,6952,150,ASPH-G,0,0,04L,22R
PHNL,9000,150,ASPH-G,0,0,04R,22L
PHNL,3000,150,WATER,0,0,04W,22W
PHNL,12300,150,ASPH-G,0,0,08L,26R
PHNL,12000,200,ASPH-G,0,0,08R,26L
PHNL,5000,300,WATER,0,0,08W,26W
PHNP,4000,150,ASPH-F,0,0,4,22
PHNY,5001,150,ASP,1,0,3,21
PHOG,6995,150,ASP,1,0,2,20
PHOG,4990,150,ASP,1,0,5,23
PHPA,2450,60,ASPH-G,0,0,9,27
PHSF,3695,90,ASP,1,0,9,27
PHTO,5600,150,ASP,1,0,3,21
PHTO,9800,150,ASP,1,0,8,26
PHUP,3800,75,ASP,1,0,7,25
PK-0001,12001,197,ASPH,0,0,10L,28R
PK-0001,12001,197,ASPH,0,0,10R,28L
PK-REQ,5577,98,ASP,0,0,18,36
PKMA,7700,148,ASP,0,0,6,24
PKMJ,7897,150,ASP,1,0,7,25
PKRO,4499,150,ASP,1,0,4,22
PKWA,6668,198,ASP,1,0,6,24
PL-0001,6234,443,G,0,0,11L,29R
PL-0001,6234,99,CON,0,0,11R,29L
PL-0070,2470,,grass,0,0,6,24
PL-0076,2027,59,Brick,1,0,6,24
PL-0083,1542,89,G,0,0,13,31
PL-0127,2762,131,,0,0,13,31
PL-0128,1493,59,,0,0,4,22
PL-0129,1739,112,,0,0,9,27
PL-0131,1427,131,GRS,0,0,4,22
PL-0135,1181,66,GRS,0,0,1,19
PL-0135,755,66,GRS,0,0,9,27
PL-0136,1378,82,GRS,0,0,5,23
PL-0137,2159,125,GRS,0,0,2,20
PL-0137,1627,125,GRS,0,0,4,22
PL-0167,1640,,Hard,0,0,3,21
PLCH,6900,98,ASP,1,0,8,26
PLE,1598,98,Brown gravel,0,0,1,19
PM64,3800,100,COR,0,0,6,24
PMDY,7904,200,ASP,1,0,6,24
PMDY,,,UNK,0,1,15,33
PMP,2904,59,Grassed brown silt clay,0,0,9,27
PN00,2550,250,TURF-G,0,0,2,20
PN01,1800,60,TURF-G,0,0,18,36
PN02,1350,120,TURF-G,0,0,E,W
PN03,48,48,CONC,0,0,H1,
PN04,1800,60,TURF,0,0,E,W
PN06,2500,100,TURF,0,0,9,27
PN06,1600,100,TURF,0,0,15,33
PN07,70,70,CONC,0,0,H1,
PN08,1300,100,TURF,0,0,15,33
PN09,80,80,ASPH/ CONC,0,0,H1,
PN10,2000,200,TURF-G,0,0,18,36
PN11,2100,120,TURF,0,0,9,27
PN12,1450,100,TURF,0,0,8,26
PN13,2000,100,TURF,0,0,9,27
PN13,1550,100,TURF,0,0,12,30
PN14,1800,100,TURF,0,0,9,27
PN15,1700,100,TURF,0,0,7,25
PN16,2500,100,TURF,0,0,9,27
PN18,1840,100,TURF,0,0,8,26
PN19,7500,500,WATER,0,0,2,20
PN19,6500,500,WATER,0,0,16,34
PN20,80,80,ASPH/ CONC,0,0,H1,
PN21,2044,100,TURF,0,0,17,35
PN22,50,50,TURF,1,0,H1,H1
PN23,65,65,CONC,0,0,H1,
PN24,7900,300,WATER,0,0,4,22
PN24,9000,300,WATER,0,0,12,30
PN25,1750,100,TURF,0,0,10,28
PN26,65,65,CONC,0,0,H1,
PN27,20,20,CONC,0,0,H1,
PN28,75,75,GRASS / SOD,0,0,H1,
PN29,60,60,GRASS / SOD,0,0,H1,
PN30,2200,75,TURF-G,0,0,17,35
PN31,2740,300,TURF,0,0,NW,SE
PN32,100,100,ASPH/ CONC,0,0,H1,
PN33,1100,50,TURF,0,0,5,32
PN34,41,41,CONC,0,0,H1,H1
PN35,1600,50,TURF,0,0,5,23
PN36,1600,100,TURF,0,0,9,27
PN37,1500,25,ASPH,0,0,NW,SE
PN38,1700,192,TURF-F,0,0,9,27
PN39,60,60,CONC,0,0,H1,
PN40,2085,200,TURF-GRVL-F,0,0,8,26
PN42,300,300,GRASS / SOD,0,0,H1,
PN43,1300,250,TURF,0,0,N,S
PN44,80,80,ASPH/ CONC,0,0,H1,
PN45,100,70,CONC,0,0,H1,
PN46,1280,150,TURF,0,0,9,27
PN47,1400,100,TURF,0,0,3,21
PN48,1200,110,TURF,0,0,4,22
PN49,1400,100,TURF,0,0,9,27
PN50,2150,100,TURF,0,0,9,27
PN51,32,32,GRASS / SOD,0,0,H1,
PN52,70,70,GRASS / SOD,0,0,H1,
PN53,1200,50,TURF-G,0,0,5,23
PN53,1550,50,TURF-G,0,0,15,33
PN54,2100,100,TURF,0,0,18,36
PN55,1400,100,TURF,0,0,10,28
PN56,2500,60,TURF,0,0,1,19
PN56,2000,60,GRAVEL,0,0,10,28
PN57,2500,150,TURF,0,0,8,26
PN58,1400,100,TURF,0,0,3,21
PN59,1800,100,TURF,0,0,1,19
PN60,65,65,ASPH/ CONC,0,0,H1,
PN61,100,100,GRASS / SOD,0,0,H1,
PN62,1300,100,TURF,0,0,12,30
PN63,62,62,ASPH/ CONC,0,0,H1,
PN64,1280,80,TURF,0,0,2,20
PN65,8000,150,WATER,0,0,2,20
PN66,2000,100,TURF,0,0,5,23
PN68,1200,100,TURF,0,0,N,S
PN69,500,100,TURF,0,0,16,34
PN70,100,100,GRASS / SOD,0,0,H1,
PN71,1400,100,TURF,0,0,10,28
PN72,1850,120,GRVL,0,0,6,24
PN72,3335,120,TURF,0,0,18,36
PN73,2000,100,TURF,0,0,8,26
PN74,50,50,GRASS / SOD,0,0,H1,
PN75,44,44,PIERCED STEEL PLANKING / LANDING MATS / MEMBRANES,0,0,H1,
PN76,60,60,CONC,0,0,H1,
PN77,50,50,GRASS / SOD,0,0,H1,
PN78,50,50,CONC,0,0,H1,
PN79,35,35,CONC,0,0,H1,
PN80,60,60,CONC,0,0,H1,
